2026-06-27 11:17,5,5,quiz,[]
2026-06-27 11:19,3,5,quiz,"[{""meaning"": ""努力する；争う"", ""word"": ""strive""}, {""meaning"": ""花粉"", ""word"": ""pollen""}]"
2026-06-27 11:20,4,5,quiz,"[{""meaning"": ""時間を守る"", ""word"": ""punctual""}]"
2026-06-27 11:21,3,5,quiz,"[{""meaning"": ""を誓う，約束する；を与えることを約束する"", ""word"": ""pledge""}, {""meaning"": ""を分類する；を機密扱いにする"", ""word"": ""classify""}]"
2026-06-27 11:23,3,5,quiz,"[{""meaning"": ""を彫る；を切り開く；（肉）を切り分ける"", ""word"": ""carve""}, {""meaning"": ""部分；1人前；割り当て"", ""word"": ""portion""}]"
2026-06-27 11:24,3,5,quiz,"[{""meaning"": ""を負かす（≒ beat）；を失敗させる"", ""word"": ""defeat""}, {""meaning"": ""遺産"", ""word"": ""legacy""}]"
2026-06-27 11:25,3,5,quiz,"[{""meaning"": ""（米国などの）議会；会議"", ""word"": ""congress""}, {""meaning"": ""生来の，本来的に備わっている"", ""word"": ""inherent""}]"
2026-06-27 11:26,4,5,quiz,"[{""meaning"": ""高貴な；堂々とした；高潔な"", ""word"": ""noble""}]"
2026-06-27 12:23,3,5,quiz,"[{""meaning"": ""厳しい；硬直した"", ""word"": ""rigid""}, {""meaning"": ""\""を操縦する, …の舵をとる\"""", ""word"": ""steer""}]"
2026-06-27 12:28,4,5,quiz,"[{""meaning"": ""を具現する；を包含する"", ""word"": ""embody""}]"
2026-06-27 12:34,5,5,quiz,[]
2026-06-27 12:35,4,5,quiz,"[{""meaning"": ""密集した，密度の高い；（霧などが）濃い"", ""word"": ""dense""}]"
2026-06-27 13:34,4,5,quiz,"[{""meaning"": ""を修正する；を緩和する"", ""word"": ""modify""}]"
2026-06-27 13:53,3,5,quiz,"[{""meaning"": ""を試みる，企てる"", ""word"": ""attempt""}, {""meaning"": ""（～への）信頼（in）；信仰（心）"", ""word"": ""faith""}]"
2026-06-27 13:54,3,5,quiz,"[{""meaning"": ""を汚染する；を堕落させる"", ""word"": ""contaminate""}, {""meaning"": ""耳が聞こえない（≒ hard of hearing）"", ""word"": ""deaf""}]"
2026-06-27 13:55,3,5,quiz,"[{""meaning"": ""（穀物など）をひく"", ""word"": ""grind""}, {""meaning"": ""謙虚な；質素な；身分が低い"", ""word"": ""humble""}]"
2026-06-27 13:56,4,5,quiz,"[{""meaning"": ""交渉する；を（交渉して）取り決める"", ""word"": ""negotiate""}]"
2026-06-27 13:57,2,5,quiz,"[{""meaning"": ""（情報）を検索する；を取り戻す；を回復する"", ""word"": ""retrieve""}, {""meaning"": ""を捨てる；を放棄する，断念する"", ""word"": ""abandon""}, {""meaning"": ""に自信を持って言う；を保証する"", ""word"": ""assure""}]"
2026-06-27 13:58,5,5,quiz,[]
2026-06-27 14:00,3,5,quiz,"[{""meaning"": ""（～を）熱望する（to）"", ""word"": ""aspire""}, {""meaning"": ""純然たる，真の；すごい；（布が）薄地の"", ""word"": ""sheer""}]"
2026-06-27 14:01,2,5,quiz,"[{""meaning"": ""流行（病）；蔓延"", ""word"": ""epidemic""}, {""meaning"": ""を慰める"", ""word"": ""console""}, {""meaning"": ""に（～を）切に頼む（for）；（を）懇願する"", ""word"": ""beg""}]"
2026-06-27 14:02,2,5,quiz,"[{""meaning"": ""（動植物などの）保護；保存"", ""word"": ""conservation""}, {""meaning"": ""\""を蘇生させる, …の息を吹き返させる; …を元気づかせる, 回復させる\"""", ""word"": ""revive""}, {""meaning"": ""発生，勃発"", ""word"": ""outbreak""}]"
2026-06-27 14:09,5,10,quiz,"[{""meaning"": ""敵意のある（⇔friendly 友好的な）"", ""word"": ""hostile""}, {""meaning"": ""を採用する；（態度など）をとる；を養子にする"", ""word"": ""adopt""}, {""meaning"": ""雄弁な；説得力のある"", ""word"": ""eloquent""}, {""meaning"": ""雄弁な；説得力のある"", ""word"": ""eloquent""}, {""meaning"": ""恣意的な；独断的な"", ""word"": ""arbitrary""}]"
2026-06-27 14:11,6,10,quiz,"[{""meaning"": ""意識して，気づいて（≒ aware）"", ""word"": ""conscious""}, {""meaning"": ""大規模な，大量の；大衆（向け）の"", ""word"": ""mass""}, {""meaning"": ""探究"", ""word"": ""quest""}, {""meaning"": ""美徳（⇔vice 悪）；長所；効能"", ""word"": ""virtue""}]"
2026-06-27 14:13,7,10,quiz,"[{""meaning"": ""州，省；〔the ～s〕地方；分野"", ""word"": ""province""}, {""meaning"": ""州，省；〔the ～s〕地方；分野"", ""word"": ""province""}, {""meaning"": ""（を）統治する、支配する"", ""word"": ""govern""}]"
2026-06-27 14:15,5,10,quiz,"[{""meaning"": ""光り［照り］輝く；赤く燃える；紅潮する"", ""word"": ""glow""}, {""meaning"": ""光り［照り］輝く；赤く燃える；紅潮する"", ""word"": ""glow""}, {""meaning"": ""を集める；を組み立てる；集まる"", ""word"": ""assemble""}, {""meaning"": ""をまき散らす；分散する"", ""word"": ""scatter""}, {""meaning"": ""を任命する；（日時・場所など）を指定する"", ""word"": ""appoint""}]"
2026-06-27 14:16,5,10,quiz,"[{""meaning"": ""を開始する；を売り出す；を発射する"", ""word"": ""launch""}, {""meaning"": ""ミツバチの巣（箱）；人の集まる所"", ""word"": ""hive""}, {""meaning"": ""\""崩れ落ちる, 倒壊する, 崩壊する\"""", ""word"": ""collapse""}, {""meaning"": ""\""崩れ落ちる, 倒壊する, 崩壊する\"""", ""word"": ""collapse""}, {""meaning"": ""\""崩れ落ちる, 倒壊する, 崩壊する\"""", ""word"": ""collapse""}]"
2026-06-27 14:18,7,10,quiz,"[{""meaning"": ""に憤慨する"", ""word"": ""resent""}, {""meaning"": ""を規制する；を調整する"", ""word"": ""regulate""}, {""meaning"": ""を規制する；を調整する"", ""word"": ""regulate""}]"
2026-06-27 14:19,6,10,quiz,"[{""meaning"": ""斬な，目しい"", ""word"": ""novel""}, {""meaning"": ""を把握［理解］する；をしっかり握る"", ""word"": ""grasp""}, {""meaning"": ""を引き合いに出す；を引用する"", ""word"": ""cite""}, {""meaning"": ""をうっかり表す；を裏切る"", ""word"": ""betray""}]"
2026-06-27 14:21,5,10,quiz,"[{""meaning"": ""を裸にする; を脱ぐ; 服を脱がされる"", ""word"": ""strip""}, {""meaning"": ""灌漑"", ""word"": ""irrigation""}, {""meaning"": ""に義務づける；に恩恵を施す"", ""word"": ""oblige""}, {""meaning"": ""を分ける；分かれる"", ""word"": ""divide""}, {""meaning"": ""地区；行政区"", ""word"": ""district""}]"
2026-06-27 15:32,3,5,quiz,"[{""meaning"": ""疲労（≒exhaustion）"", ""word"": ""fatigue""}, {""meaning"": ""産業；勤勉（≒ diligence）"", ""word"": ""industry""}]"
2026-06-27 15:47,4,5,quiz,"[{""meaning"": ""（情報）を検索する；を取り戻す；を回復する"", ""word"": ""retrieve""}]"
2026-06-27 16:04,3,5,quiz,"[{""meaning"": ""を混乱させる；を分裂させる"", ""word"": ""disrupt""}, {""meaning"": ""利点；優勢；有利"", ""word"": ""advantage""}]"
2026-06-27 16:08,3,5,quiz,"[{""meaning"": ""（動産・不動産などの）財産；私有地"", ""word"": ""estate""}, {""meaning"": ""垂直の（⇔ horizontal 水平な）；縦方向の"", ""word"": ""vertical""}]"
2026-06-27 16:54,3,5,quiz,"[{""meaning"": ""\""を構成する, …の構成要素となる; …をなす, …に等しい\"""", ""word"": ""constitute""}, {""meaning"": ""をおろそかにする，怠る；を無視する"", ""word"": ""neglect""}]"
2026-06-27 17:09,3,5,quiz,"[{""meaning"": ""織物、布（地）；構造"", ""word"": ""fabric""}, {""meaning"": ""織物；繊維（産業）"", ""word"": ""textile""}]"
2026-06-27 17:14,4,5,quiz,"[{""meaning"": ""本能；勘，直感；（自然に起こる）衝動"", ""word"": ""instinct""}]"
2026-06-27 17:16,3,5,quiz,"[{""meaning"": ""窮状（＝ predicament）；（悪い）状態"", ""word"": ""plight""}, {""meaning"": ""明らかな；平易な；飾りのない；率直な"", ""word"": ""plain""}]"
2026-06-27 17:16,4,5,quiz,"[{""meaning"": ""（人）に資格を与える；資格がある"", ""word"": ""qualify""}]"
2026-06-27 17:19,5,5,quiz,[]
2026-06-27 17:22,4,5,quiz,"[{""meaning"": ""肝臓"", ""word"": ""liver""}]"
